Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75%,U.S.A.,3,Blend,Carribean
Scharffen Berger,Las Islas,117,2007,72%,U.S.A.,3,Blend,Carribean(DR/Jam/Tri)
Scharffen Berger,Cuyagua,135,2007,75%,U.S.A.,3.75,,Venezuela
Scharffen Berger,Nibby,135,2007,62%,U.S.A.,3,,
Scharffen Berger,Finisterra,227,2008,72%,U.S.A.,3,Blend,"Ven., Trinidad, Mad."
Scharffen Berger,Tome Acu,336,2009,68%,U.S.A.,3.75,,Brazil
Scharffen Berger,Asante,336,2009,65%,U.S.A.,4,Forastero,Ghana
Scharffen Berger,Ben Tre,445,2009,72%,U.S.A.,3.75,Trinitario,Vietnam
Scharffen Berger,Camahogne,464,2010,68%,U.S.A.,3.5,Trinitario,Grenada
Scharffen Berger,Amina,464,2010,65%,U.S.A.,3.75,"Trinitario, Criollo",Madagascar
Scharffen Berger,Markham Valley,781,2011,68%,U.S.A.,3.75,,Papua New Guinea
Scharffen Berger,San Juan de Cheni,959,2012,78%,U.S.A.,4,,Peru
Seaforth,Dominican Republic,1658,2015,70%,U.K.,2.75,,Dominican Republic
Seaforth,Grenada,1658,2015,70%,U.K.,2.75,,Grenada
Shark Mountain,"Belize, 2013",1335,2014,72%,U.S.A.,3.25,"Criollo, Trinitario",Belize
Shark Mountain,Ecuador,1335,2014,75%,U.S.A.,3,Trinitario,Ecuador
Shark Mountain,ROIG,1466,2015,74%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Shark Mountain,Jamaica,1450,2015,72%,U.S.A.,3.25,Trinitario,Jamaica
Shark Mountain,Papua New Guinea,1450,2015,73%,U.S.A.,3.5,Forastero,Papua New Guinea
Shark Mountain,Cuyagua,1466,2015,77%,U.S.A.,2.75,Criollo,Venezuela
Shark's,"Hilo, w/ added cocoa butter",721,2011,73%,U.S.A.,2.5,,Hawaii
Shark's,Hilo,713,2011,73%,U.S.A.,2,,Hawaii
Shattell,Porcelana,757,2011,75%,Peru,3.5,Criollo,Peru
Shattell,Tingo Maria,1884,2016,70%,Peru,3.25,,Peru
Sibu,Oscuro,1586,2015,70%,Costa Rica,3.5,,Costa Rica
Sibu,Oro,1586,2015,82%,Costa Rica,3.25,,Costa Rica
Sibu Sura,Peru,911,2012,70%,U.S.A.,2.5,,Peru
Silvio Bessone,Maya Belize,717,2011,67%,Italy,3,Criollo,Belize
Silvio Bessone,"Bahia, Scavina",729,2011,60%,Italy,3.25,Trinitario,Brazil
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68%,Italy,3,"Criollo, Trinitario",Colombia
Silvio Bessone,"Trintade, Sao Tome",725,2011,65%,Italy,3.25,Forastero,Sao Tome
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73%,Canada,3.75,,Ecuador
Sirene,"Somia Plantation, 2012",1339,2014,67%,Canada,3.75,Trinitario,Madagascar
Sirene,"Somia Plantation, 2012",1339,2014,73%,Canada,3.75,Trinitario,Madagascar
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100%,Canada,3,,Ecuador
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73%,Canada,3.25,,Guatemala
Sirene,Lachua w/ cane sugar,1614,2015,73%,Canada,3,,Guatemala
Sirene,Pisa,1650,2015,73%,Canada,3.25,,Haiti
Sirene,"Somia Plantation, 2012",1502,2015,100%,Canada,3,Trinitario,Madagascar
Sirene,Wild Bolivia,1788,2016,73%,Canada,3.5,,Bolivia
Sirene,"Esmeraldas, Salazar Farm",1860,2016,73%,Canada,3.75,,Ecuador
Sirene,Kokoa Kamili Coop,1856,2016,73%,Canada,3.5,,Tanzania
Sirene,Tingo Maria,1996,2017,73%,Canada,3.75,,Peru
Sjolinds,Ghana,1454,2015,70%,U.S.A.,2.75,Forastero,Ghana
Sjolinds,Nicaragua,1462,2015,72%,U.S.A.,3,,Nicaragua
"Smooth Chocolator, The",Bolivia,1626,2015,72%,Australia,2.75,,Bolivia
"Smooth Chocolator, The",Camino Verde,1622,2015,72%,Australia,4,,Ecuador
"Smooth Chocolator, The",Akesson's Estate,1622,2015,70%,Australia,3.5,Trinitario,Madagascar
"Smooth Chocolator, The",Akesson's Estate,1618,2015,65%,Australia,3.25,Trinitario,Madagascar
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65%,Australia,3.5,,Papua New Guinea
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67%,Australia,3,Forastero (Nacional),Peru
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67%,Australia,3.75,,Tanzania
"Smooth Chocolator, The",San Juan Estate,1622,2015,70%,Australia,3.75,Trinitario,Trinidad
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70%,Australia,3.75,Trinitario,Venezuela
"Smooth Chocolator, The",Australia,1864,2016,67%,Australia,3.75,,Australia
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70%,Australia,3.75,,Belize
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70%,Australia,4,Criollo,Ecuador
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70%,Australia,3.25,,Guatemala
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70%,Australia,3.75,Criollo,Venezuela
"Smooth Chocolator, The",Tien Giang,1864,2016,70%,Australia,3,Trinitario,Vietnam
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70%,Australia,3.5,,Dominican Republic
"Smooth Chocolator, The","Pisa, batch HA102",1952,2017,70%,Australia,3.5,,Haiti
Snake & Butterfly,Ecuador,502,2010,68%,U.S.A.,3.25,,Ecuador
Snake & Butterfly,Madagascar,502,2010,68%,U.S.A.,3,Trinitario,Madagascar
Snake & Butterfly,Ghana,693,2011,67%,U.S.A.,1.5,Forastero,Ghana
Soklet,India,1968,2017,70%,India,2.75,,India
Sol Cacao,Madagascar,1518,2015,72%,U.S.A.,3,Trinitario,Madagascar
Sol Cacao,"Ecuador, Batch 1",1812,2016,70%,U.S.A.,3.5,,Ecuador
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85%,U.K.,2.75,,Dominican Republic
Solkiki,"Maranon, Fortunato No. 4",1840,2016,68%,U.K.,2.75,Forastero (Nacional),Peru
Solomons Gold,Solomon Island,1792,2016,70%,New Zealand,3.25,,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,1796,2016,75%,New Zealand,3.25,,Solomon Islands
Solstice,Bolivia,1161,2013,70%,U.S.A.,3.25,,Bolivia
Solstice,Sambirano,1157,2013,70%,U.S.A.,3,Trinitario,Madagascar
Solstice,San Martin,1161,2013,70%,U.S.A.,3.25,,Peru
Solstice,Amazonas,1157,2013,70%,U.S.A.,3,,Venezuela
Solstice,Wasatch,1161,2013,70%,U.S.A.,3.5,Blend,
Solstice,Bundibugyo,1335,2014,70%,U.S.A.,3,"Forastero, Trinitario",Uganda
Solstice,Kilombero,1992,2017,70%,U.S.A.,3.25,,Tanzania
Solstice,Anamalai,2068,2018,70%,U.S.A.,3.25,,India
Soma,Hispaniola,377,2009,70%,Canada,3,Forastero,Dominican Republic
Soma,Conacado,387,2009,70%,Canada,3,Trinitario,Dominican Republic
Soma,Africa,377,2009,70%,Canada,3.5,Forastero,Ghana
Soma,Madagascar,387,2009,70%,Canada,3.75,Criollo,Madagascar
Soma,Papua New Guinea,387,2009,70%,Canada,3.5,Trinitario,Papua New Guinea
Soma,Ocumare,387,2009,70%,Canada,3.75,Criollo,Venezuela
Soma,Black Science Blend 1,607,2010,70%,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru"
Soma,"Alto Beni, Wild Bolivian",676,2011,70%,Canada,3.5,Nacional,Bolivia
Soma,"Elvesia P., Black Science",682,2011,70%,Canada,3.75,Forastero,Dominican Republic
Soma,"Grenada, Black Science",676,2011,70%,Canada,2.75,Trinitario,Grenada
Soma,Peruvian,676,2011,64%,Canada,4,,Peru
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70%,Canada,4,,"Ven, Bolivia, D.R."
Soma,Chuao,688,2011,70%,Canada,3.5,Criollo,Venezuela
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70%,Canada,4,Blend,"Dom. Rep., Madagascar"
Soma,"Dancing in Your Head, 5 bean blend",867,2012,70%,Canada,4,Blend,"Gre., PNG, Haw., Haiti, Mad"
Soma,Cahabon Region,951,2012,70%,Canada,3.5,Trinitario,Guatemala
Soma,Noula Coop,817,2012,70%,Canada,3.25,,Haiti
Soma,O'ahu,833,2012,70%,Canada,3.75,,Hawaii
Soma,Eastern Promises,967,2012,70%,Canada,3.5,Blend,"Mad., Java, PNG"
Soma,Papua New Guinea,983,2012,85%,Canada,3.5,Trinitario,Papua New Guinea
Soma,Carenero Superior,951,2012,70%,Canada,3.75,Trinitario,Venezuela
Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77%,Canada,3.75,Trinitario,Dominican Republic
Soma,Crazy 88,1077,2013,88%,Canada,4,,"Guat., D.R., Peru, Mad., PNG"
Soma,Java,1030,2013,70%,Canada,3.25,Criollo,Indonesia
Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70%,Canada,4,Trinitario,Jamaica
Soma,"Apurimac, El Quinacho Co-op",1073,2013,70%,Canada,2.75,Criollo,Peru
Soma,Equator,1081,2013,67%,Canada,4,,"Peru, Dom. Rep"
Soma,"Sangre Grande P., Trinidad",1073,2013,70%,Canada,3.75,Trinitario,Trinidad
Soma,"Maracaibo, El Vigia",1077,2013,70%,Canada,4,Criollo,Venezuela
Soma,Patanemo,1077,2013,70%,Canada,3.75,Criollo,Venezuela
Soma,Orinoco,1173,2013,70%,Canada,3.25,Forastero,Venezuela
Soma,Chef's Blend,1077,2013,70%,Canada,3.25,,
Soma,"Camino Verde P., Balao, Guayas",1307,2014,80%,Canada,3.5,Forastero (Nacional),Ecuador
Soma,Little Big Man,1339,2014,70%,Canada,3.25,Blend,Madagascar & Ecuador
Soma,"La Tronca, Matagalpa",1227,2014,70%,Canada,3.5,,Nicaragua
Soma,La Dalia,1307,2014,70%,Canada,3.25,Trinitario,Nicaragua
Soma,Maranon Canyon,1259,2014,70%,Canada,3.75,Forastero (Nacional),Peru
Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70%,Canada,3.75,Forastero (Amelonado),Vanuatu
Soma,Porcelana,1594,2015,75%,Canada,4,,Venezuela
Soma,CSB Chama,1594,2015,70%,Canada,3.5,Criollo,Venezuela
Soma,"Bahia Black, batch bra50722.1",1828,2016,70%,Canada,3.5,Forastero (Parazinho),Brazil
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62%,Canada,3.5,,Dominican Republic
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70%,Canada,3.25,,Ecuador
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70%,Canada,3.5,Trinitario,Madagascar
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70%,Canada,3.75,Trinitario,Nicaragua
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75%,Canada,3.75,,"Ven.,Ecu.,Peru,Nic."
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70%,Canada,4,Trinitario,Vietnam
Soma,Arauca,2016,2017,70%,Canada,4,,Colombia
Soma,Fiji,2016,2017,70%,Canada,3.25,,Fiji
Soma,"Pisa, Creole Gardens",2068,2018,70%,Canada,3,,Haiti
Somerville,"Hawaiian, Big Island",1395,2014,70%,U.S.A.,3.5,,Hawaii
Somerville,Nicaragua,1367,2014,70%,U.S.A.,3.25,,Nicaragua
Soul,Dominican Republic,1932,2017,70%,Canada,3.25,,Dominican Republic
Soul,Ecuador,1936,2017,75%,Canada,3.25,,Ecuador
Soul,Madagascar,1936,2017,70%,Canada,3.5,,Madagascar
Soul,Papua New Guinea,1936,2017,77%,Canada,3.25,,Papua New Guinea
Soul,Tanzania,1940,2017,80%,Canada,3.5,,Tanzania
Soul,Venezuela,1936,2017,75%,Canada,3.5,,Venezuela
Spagnvola,AgroCriso Plantation,793,2012,75%,U.S.A.,3.25,,Dominican Republic
Spagnvola,AgroCriso Plantation,793,2012,70%,U.S.A.,3,,Dominican Republic
Spagnvola,AgroCriso Plantation,793,2012,80%,U.S.A.,3,,Dominican Republic
Spencer,Malekula Island,1434,2014,72%,Australia,2.75,Trinitario,Vanuatu
Spencer,"Dominican Republic, lot D82R",1792,2016,70%,Australia,3.5,,Dominican Republic
Spencer,"Ecuador, lot E432314L",1792,2016,70%,Australia,3.75,,Ecuador
Spencer,"Madagascar, lot M0403R",1792,2016,70%,Australia,3.75,,Madagascar
Spencer,Dominican Republic,1932,2017,70%,U.S.A.,3.75,,Dominican Republic
Spencer,Ecuador,1932,2017,70%,U.S.A.,3.5,,Ecuador
Spencer,Peru,1932,2017,70%,U.S.A.,2.75,,Peru
Sprungli (Felchlin),Alto Beni,1057,2013,70%,Switzerland,3,Criollo,Bolivia
SRSLY,Dominican Republic,1113,2013,70%,U.S.A.,3,,Dominican Republic
SRSLY,Dominican Republic,1121,2013,84%,U.S.A.,2.25,,Dominican Republic
Starchild,Hispaniola,1692,2015,70%,U.S.A.,3,,Dominican Republic
Starchild,"Bolivar, Arriba",1634,2015,70%,U.S.A.,3,Forastero (Nacional),Ecuador
Starchild,Cacao Verapaz,1692,2015,70%,U.S.A.,3,,Guatemala
Starchild,Sambirano Valley,1696,2015,70%,U.S.A.,3,Trinitario,Madagascar
Starchild,Rio Tuma,1692,2015,70%,U.S.A.,3,Trinitario (Amelonado),Nicaragua
Stella (aka Bernrain),India,729,2011,72%,Switzerland,3.25,,India
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68%,Switzerland,2.75,Trinitario,Brazil
Stone Grindz,"Ecuador, Midnight Dark",1291,2014,84%,U.S.A.,3.5,,Ecuador
Stone Grindz,"Ecuador, Twilght Dark",1291,2014,70%,U.S.A.,3.5,,Ecuador
Stone Grindz,"Wild Bolivia, batch 260",2012,2017,70%,U.S.A.,2.5,,Bolivia
StRita Supreme,"Samar, East Visayas region",943,2012,75%,U.S.A.,2.75,,Philippines
StRita Supreme,"Samar, East Visayas region",939,2012,65%,U.S.A.,2.5,,Philippines
StRita Supreme,"Samar, East Visayas region",943,2012,70%,U.S.A.,2.5,,Philippines
Sublime Origins,Moho Valley,1157,2013,78%,U.S.A.,3.25,Trinitario,Belize
Sublime Origins,Sambirano,1157,2013,67%,U.S.A.,2.75,Trinitario,Madagascar
Summerbird,Peru,1800,2016,71%,Denmark,3,"Criollo, Trinitario",Peru
Summerbird,Peru,1800,2016,61%,Denmark,2.5,"Criollo, Trinitario",Peru
Suruca Chocolate,Venezuela,1796,2016,60%,Venezuela,3,,Venezuela
Suruca Chocolate,Venezuela,1796,2016,70%,Venezuela,2.75,,Venezuela
Svenska Kakaobolaget,Sri Lanka,1618,2015,70%,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
Szanto Tibor,Crudo,761,2011,70%,Hungary,3,,Venezuela
Szanto Tibor,Santo Domingo,939,2012,70%,Hungary,3.25,,Dominican Republic
Szanto Tibor,Millot Plantation,939,2012,70%,Hungary,3.25,,Madagascar
Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70%,Hungary,3.75,,Peru
Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70%,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70%,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,Cacao Blanco,1193,2013,70%,Hungary,3.25,,Nicaragua
Szanto Tibor,Baracoa,1263,2014,70%,Hungary,3.75,Trinitario,Cuba
Szanto Tibor,Porcelana,1263,2014,70%,Hungary,3.5,Criollo,Venezuela
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,70%,Hungary,3.5,Forastero (Parazinho),Brazil
Szanto Tibor,Baracoa,1704,2015,88%,Hungary,3.25,Trinitario,Cuba
Szanto Tibor,"Winak, Sumaco",1704,2015,70%,Hungary,3.75,Forastero (Nacional),Ecuador
Szanto Tibor,Nacional,1668,2015,70%,Hungary,3.25,,Ecuador
Szanto Tibor,Ambolikapiky,1704,2015,70%,Hungary,3.25,Trinitario,Madagascar
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70%,Hungary,3.25,Trinitario,Vietnam
Tabal,Costa Rica,1101,2013,70%,U.S.A.,2.75,,Costa Rica
Tabal,Dominican Republic,1101,2013,70%,U.S.A.,2.75,,Dominican Republic
Tabal,"Chiapas, Lacandon Jungle",1105,2013,70%,U.S.A.,2.5,,Mexico
Tabal,Peru,1105,2013,70%,U.S.A.,3,,Peru
Tablette (aka Vanillabeans),Colombia,1450,2015,70%,Japan,3,,Colombia
Tablette (aka Vanillabeans),Papua,1450,2015,62%,Japan,3.25,,Papua New Guinea
Tablette (aka Vanillabeans),Trinidad,1680,2015,77%,Japan,2.75,Trinitario,Trinidad
Tablette (aka Vanillabeans),Vietnam,1450,2015,60%,Japan,3.25,Trinitario,Vietnam
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70%,Suriname,3.25,Trinitario,Suriname
Taza,"Dark, Stone Ground",180,2007,70%,U.S.A.,3,,Dominican Republic
Taza,Chiapan,451,2009,75%,U.S.A.,2.75,,Mexico
Taza,Alto Beni,785,2011,87%,U.S.A.,3.25,,Bolivia
Taza,Belize,1271,2014,68%,U.S.A.,3,Trinitario,Belize
TCHO,Chocolatey-beta,199,2008,70%,U.S.A.,2.5,Forastero,Ghana
TCHO,Citrus-beta,280,2008,70%,U.S.A.,2.75,,Madagascar
TCHO,Fruity-beta,280,2008,70%,U.S.A.,2.5,,Peru
TCHO,Nutty-beta,284,2008,70%,U.S.A.,2.5,,Peru
TCHO,TCHOPro 68,387,2009,68%,U.S.A.,3,,
TCHO,TCHOPro 60.5,387,2009,60%,U.S.A.,2.75,,
TCHO,Peru- Ecuador,915,2012,99%,U.S.A.,3.25,,"Peru, Ecuador"
TCHO,West Africa,1716,2016,62%,U.S.A.,2,Forastero,West Africa
Tejas,San Jose,971,2012,67%,U.S.A.,3.25,,Bolivia
Tejas,San Jose,829,2012,70%,U.S.A.,2.75,,Bolivia
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70%,U.S.A.,3.5,Forastero (Parazinho),Brazil
Tejas,Espada,967,2012,70%,U.S.A.,2.75,,Brazil
Tejas,Presidio,805,2012,70%,U.S.A.,3.5,,Dominican Republic
Tejas,"La Bahia, w/ cane juice",817,2012,70%,U.S.A.,3.25,,Ecuador
Tejas,"La Bahia, w/ cane sugar",825,2012,70%,U.S.A.,3.25,,Ecuador
Tejas,Bayou Blend,801,2012,70%,U.S.A.,3,Blend,"Ecuador, Mad., PNG"
Tejas,Capistrano*,829,2012,70%,U.S.A.,3,,Madagascar
Tejas,Concepcion,801,2012,70%,U.S.A.,2.75,,Madagascar
Tejas,Espada,833,2012,70%,U.S.A.,3.25,,Mexico
Tejas,Aranama,805,2012,70%,U.S.A.,3,,Papua New Guinea
Tejas,Capistrano,821,2012,70%,U.S.A.,2,,Peru
Tejas,Concepcion*,971,2012,80%,U.S.A.,3,,Venezuela
Terroir,Ecuador,1323,2014,77%,U.S.A.,3.25,,Ecuador
Terroir,Madagascar,1323,2014,67%,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Uganda,1323,2014,73%,U.S.A.,3.75,Forastero,Uganda
Terroir,Belize,1478,2015,70%,U.S.A.,3.75,Trinitario,Belize
Terroir,Oko Caribe,1554,2015,70%,U.S.A.,3.5,,Dominican Republic
Terroir,Ecuador,1482,2015,70%,U.S.A.,3.25,,Ecuador
Terroir,Guatemala,1558,2015,70%,U.S.A.,3.75,Trinitario,Guatemala
Terroir,Madagascar,1478,2015,70%,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Peru,1478,2015,70%,U.S.A.,2.75,,Peru
The Barn,Peru,1614,2015,70%,Sweden,3,,Peru
Theo,"Ghana, Kumasi",184,2007,84%,U.S.A.,3,Forastero,Ghana
Theo,"Ghana, Panama, Ecuador",188,2007,75%,U.S.A.,3,Blend,"Ghana, Panama, Ecuador"
Theo,Ivory Coast,184,2007,75%,U.S.A.,2.5,,Ivory Coast
Theo,Madagascar,162,2007,65%,U.S.A.,3.5,Trinitario,Madagascar
Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91%,U.S.A.,2,Blend,Venezuela
Theo,Congo w/ nibs,903,2012,65%,U.S.A.,3.25,Forastero,Congo
Theobroma,"Piura Select, Cacao Blanc",1684,2015,70%,Japan,3.25,,Peru
Timo A. Meyer,"Belize, med roast",1836,2016,72%,Germany,3.75,"Trinitario, TCGA",Belize
To'ak (Ecuatoriana),Manabi,1418,2014,81%,Ecuador,3.25,Forastero (Nacional),Ecuador
Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,70%,France,4,Trinitario,Tobago
Tocoti,Dominican Republic,789,2011,74%,U.S.A.,3,,Dominican Republic
Tocoti,Venezuela,789,2011,72%,U.S.A.,2.75,,Venezuela
Tocoti,"Wild Bolivian, Jungle Love",927,2012,77%,U.S.A.,3,Criollo,Bolivia
Tosier,Maya Mtn.,2060,2018,70%,U.K.,3.5,,Belize
Tosier,"Alto Beni, 2016",2060,2018,70%,U.K.,3,,Bolivia
Tosier,Acul du Nard,2064,2018,70%,U.K.,2.75,,Haiti
Treehouse,Conacado,1239,2014,72%,U.S.A.,3,,Dominican Republic
Tsara (Cinagra),"Ambanja, Tsara Valley",753,2011,72%,Madagascar,3.5,,Madagascar
twenty-four blackbirds,Dominican Republic,753,2011,73%,U.S.A.,2.75,,Dominican Republic
twenty-four blackbirds,Palos Blancos,1026,2013,75%,U.S.A.,2.5,,Bolivia
twenty-four blackbirds,Dominican Republic,1022,2013,68%,U.S.A.,3.25,,Dominican Republic
twenty-four blackbirds,Madagascar,1235,2014,75%,U.S.A.,3.5,Trinitario,Madagascar
twenty-four blackbirds,Oko Caribe,1700,2015,75%,U.S.A.,2.75,,Dominican Republic
twenty-four blackbirds,"Cedeno, lot 271",1700,2015,75%,U.S.A.,3.5,,Ecuador
twenty-four blackbirds,Kokoa Kamili,1996,2017,75%,U.S.A.,3.25,,Tanzania
Two Ravens,Peru,1740,2016,60%,U.S.A.,3,Criollo,Peru
Un Dimanche A Paris,Dominican Republic,709,2011,63%,France,3.75,,Dominican Republic
Uncouth,Dominican Republic,2000,2017,75%,Canada,2.75,,Dominican Republic
Uncouth,Guatemala,2004,2017,75%,Canada,3.25,,Guatemala
Uncouth,Tanzania,2004,2017,75%,Canada,3,,Tanzania
Undone,"San Francisco de Macoris, Nourish",1438,2014,70%,U.S.A.,3,,Dominican Republic
Undone,Matagalpa,1438,2014,74%,U.S.A.,2.75,,Nicaragua
Upchurch,"Madagascar, Sassy Bar",1752,2016,72%,U.S.A.,3,Trinitario,Madagascar
Upchurch,"Tanzania, Party Bar",1752,2016,72%,U.S.A.,3.25,,Tanzania
Urzi,"Sur del Lago, Merida",1327,2014,65%,Italy,3.25,Trinitario,Venezuela
Uto Pick,"Sierra Nevada, Tutu Iku",1968,2017,70%,Spain,3.75,,Colombia
Valrhona,Caraibe,063,2006,66%,France,3,Trinitario,Carribean
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",075,2006,64%,France,3.5,Trinitario,Madagascar
Valrhona,Guanaja,063,2006,70%,France,4,"Criollo, Trinitario",South America
Valrhona,Gran Couva 2005 P.,075,2006,64%,France,2.5,Trinitario,Trinidad
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",075,2006,64%,France,3,Criollo (Porcelana),Venezuela
Valrhona,Manjari,129,2007,64%,France,4,"Criollo, Trinitario",Madagascar
Valrhona,Chuao 2002 P.,129,2007,65%,France,3.75,Trinitario,Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64%,France,3.25,Criollo (Porcelana),Venezuela
Valrhona,Araguani,117,2007,72%,France,3,Blend,"Venezuela, Carribean"
Valrhona,Le Noir Amer,157,2007,71%,France,2.75,Forastero,West Africa
Valrhona,Abinao,153,2007,85%,France,2.5,Forastero,West Africa
Valrhona,Le Noir Extra Amer,147,2007,85%,France,1.5,,
Valrhona,Tainori,327,2009,64%,France,3.75,,Dominican Republic
Valrhona,Alpaco,370,2009,66%,France,3.75,,Ecuador
Valrhona,Nyangbo,395,2009,68%,France,3.5,Forastero,Ghana
Valrhona,"Porcelana, Pedegral",757,2011,64%,France,4,Criollo,Venezuela
Valrhona,Caraque,709,2011,56%,France,3.25,,
Valrhona,"Otucan, Grand Cru",931,2012,69%,France,4,,Venezuela
Valrhona,"Loma Sotavento, 2013",1153,2013,64%,France,3.5,,Dominican Republic
Valrhona,"Andoa, Grand Cru blend",1145,2013,70%,France,3.5,,
Valrhona,"Piura, Illanka, Quemazon",1510,2015,63%,France,4,,Peru
Valrhona,Oriado,1972,2017,60%,France,3.25,Blend,"Peru, Dom. Rep"
Vanleer (Barry Callebaut),Napa,963,2012,65%,U.S.A.,2.75,Forastero,Ghana
Vanleer (Barry Callebaut),Manhattan,963,2012,72%,U.S.A.,2.5,Forastero,Ghana
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64%,Madagascar,3.25,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70%,Madagascar,3,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68%,Madagascar,3,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72%,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76%,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80%,Madagascar,2.75,Trinitario,Madagascar
Vicuna,Palos Blancos,1470,2015,70%,U.S.A.,3.25,,Bolivia
Vicuna,Palos Blancos + nibs,1470,2015,70%,U.S.A.,3.25,,Bolivia
Videri,Classic,991,2012,70%,U.S.A.,3.25,,Central and S. America
Videri,Dark,1117,2013,90%,U.S.A.,3.75,,Central and S. America
Videri,Dominican Republic,1211,2014,90%,U.S.A.,3.25,,Dominican Republic
Videri,Mindo,1227,2014,75%,U.S.A.,3.5,,Ecuador
Videri,Trinidad,1211,2014,75%,U.S.A.,3.5,Trinitario,Trinidad
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70%,France,3.5,Trinitario,Vietnam
Vintage Plantations,San Martin,1205,2014,75%,U.S.A.,3,,Peru
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,75%,U.S.A.,3,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,65%,U.S.A.,3,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,100%,U.S.A.,2,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90%,U.S.A.,2,Forastero (Arriba),Ecuador
Violet Sky,Moho River Valley,1458,2015,77%,U.S.A.,3,"Criollo, Trinitario",Belize
Violet Sky,Cahabon,1502,2015,77%,U.S.A.,2.75,Trinitario,Guatemala
Violet Sky,Sambirano Valley,1458,2015,77%,U.S.A.,2.75,Trinitario,Madagascar
